# Analysis title: koTRAF3_IFNG_diff_peaks_top1k analysis from Cistrome-GO
# Mode: Solo mode
# Specie: mm10
# Peak bed file name: koTRAF3_IFNG_diff_peaks_top1k.bed
# Top peaks to use: 10000
# Half-decay distance: 10000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Symbol	Coordinate	PeakNumber	adjRPscore	RPscore	Rank_by_RPscore
Trim34b	chr7:104329470-104336617	0	0.0	-0.0	870
Prepl	chr17:85063476-85090267	0	0.0	-0.002	8632
4933412E24Rik	chr15:60014865-60016618	0	0.0	-0.0	1443
Cdhr1	chr14:37077848-37098347	0	0.0	-0.0	1518
Cdhr2	chr13:54701462-54736662	0	0.0	-0.002	8413
Cdhr3	chr12:33033795-33092875	0	0.0	-0.007	12620
Cdhr5	chr7:141269084-141276786	0	0.0	-0.002	7878
Gm12863	chr4:118954272-118954919	0	0.0	-0.0	4053
Gm36633	chr7:71947526-71962018	0	0.0	0.0	503
Gm12866	chr4:119054789-119069111	0	0.0	-0.007	12687
Tcof1	chr18:60813755-60848964	0	0.0	-0.006	12200
Gm3279	chr6:55684570-55694574	0	0.0	0.0	503
AI662270	chr11:83223575-83226584	0	0.0	-0.0	2556
Olfr523	chr7:140176103-140177057	0	0.0	-0.003	10010
Olfr522	chr7:140162009-140162948	0	0.0	-0.006	12266
Olfr521	chr7:99767163-99768129	0	0.0	-0.001	6862
Olfr520	chr7:99735144-99736095	0	0.0	-0.001	5922
Olfr527	chr7:140335863-140336781	0	0.0	0.0	503
Olfr525	chr7:140322700-140323630	0	0.0	0.0	503
Olfr524	chr7:140201811-140202768	0	0.0	-0.001	5314
Gm10646	chr9:67102299-67109599	0	0.0	-0.001	7322
Gm10640	chr7:31162357-31170641	0	0.0	-0.006	11842
Gm10649	chr8:76749086-76900621	0	0.0	0.0	503
Zik1	chr7:10487223-10495381	0	0.0	0.0	503
8430426J06Rik	chr15:81242653-81247971	0	0.0	-0.003	9074
Usp8	chr2:126707327-126759314	0	0.0	-0.0	3100
Usp1	chr4:98923809-98935542	0	0.0	-0.0	2076
Usp2	chr9:44069428-44095627	0	0.0	-0.05	17912
Usp3	chr9:66514638-66593115	0	0.0	-0.043	17769
Usp4	chr9:108347830-108392529	0	0.0	-0.005	11222
Usp5	chr6:124815018-124829484	12	0.434	0.029	238
Usp7	chr16:8688721-8738342	0	0.0	-0.004	10817
Rpl38	chr11:114668579-114672333	0	0.0	-0.008	13338
Rpl39	chrX:37082517-37085222	0	0.0	0.0	503
Rpl36	chr17:56613394-56614246	0	0.0	-0.002	8206
Rpl37	chr15:5116612-5119140	0	0.0	-0.003	9163
Rpl34	chr3:130726826-130730337	0	0.0	-0.001	5329
Rpl35	chr2:39001580-39005131	0	0.0	-0.004	10848
Rpl32	chr6:115805513-115808743	0	0.0	-0.001	6212
Rpl30	chr15:34440507-34443225	0	0.0	-0.001	5213
Rpl31	chr1:39367850-39371910	0	0.0	-0.006	12008
Anp32e	chr3:95929256-95947387	0	0.0	-0.008	13178
Fam13b	chr18:34442350-34506823	0	0.0	-0.004	10355
Fam13c	chr10:70440909-70558732	0	0.0	0.0	503
Fam13a	chr6:58933535-59024502	0	0.0	0.0	503
Bcas2	chr3:103171654-103179154	0	0.0	-0.013	14978
Bcas3	chr11:85353163-85826058	0	0.0	-0.001	5804
Bcas1	chr2:170346990-170427845	11	0.003	-0.013	15063
Gm8369	chr19:11492037-11512577	0	0.0	0.0	503
Gm8363	chr17:5480988-5483069	0	0.0	-0.005	11161
Krtap28-13	chr1:83060929-83061921	0	0.0	0.0	503
Hist3h2ba	chr11:58948910-58949372	0	0.0	-0.004	10447
Mlycd	chr8:119394893-119411102	0	0.0	-0.013	14850
Hist4h4	chr6:136803992-136804431	1	0.0	-0.007	12339
Rpl3l	chr17:24727828-24736149	0	0.0	-0.015	15441
Ttbk2	chr2:120732816-120850418	0	0.0	0.0	503
Gm10046	chr7:27765672-27770972	0	0.0	-0.0	3619
Ttbk1	chr17:46442447-46487675	0	0.0	-0.0	3674
Ncor2	chr5:125017152-125179214	0	0.0	-0.025	16941
Ncor1	chr11:62316425-62438515	0	0.0	-0.007	12651
1810010D01Rik	chr7:145205817-145208119	0	0.0	-0.009	13442
Pebp1	chr5:117282650-117287564	0	0.0	-0.0	3371
Gkn1	chr6:87345652-87350915	0	0.0	-0.001	5984
Gkn2	chr6:87373364-87379494	0	0.0	-0.0	4689
Gkn3	chr6:87383318-87388935	0	0.0	-0.0	3880
Magohb	chr6:131284388-131293244	0	0.0	-0.002	7418
Ankrd50	chr3:38449260-38484816	0	0.0	0.0	503
Ppme1	chr7:100326736-100371896	0	0.0	-0.002	7570
Gltpd2	chr11:70519208-70520736	0	0.0	-0.005	11587
Gm19276	chr15:10829050-10832713	0	0.0	-0.002	8238
Gm19277	chr15:85149253-85156132	0	0.0	-0.001	6046
Cep162	chr9:87191962-87255532	0	0.0	0.0	503
Gm14015	chr2:106463822-106523103	0	0.0	0.0	503
Fam234b	chr6:135197986-135236240	0	0.0	-0.01	13928
Lrriq1	chr10:103214398-103236322	0	0.0	0.0	503
Fam234a	chr17:26212698-26244242	0	0.0	-0.001	5773
Lrriq4	chr3:30647885-30672431	0	0.0	-0.0	4694
Vmn2r84	chr10:130385799-130394241	0	0.0	0.0	503
Vmn2r85	chr10:130418260-130429612	0	0.0	0.0	503
Vmn2r86	chr10:130446198-130455894	0	0.0	0.0	503
Gm15767	chr6:147242214-147243801	0	0.0	0.0	503
Gm15760	chr16:20545111-20548556	0	0.0	-0.001	7343
Vmn2r81	chr10:79247776-79294535	0	0.0	0.0	503
Vmn2r82	chr10:79356590-79396766	0	0.0	0.0	503
Vmn2r83	chr10:79468957-79492154	0	0.0	-0.0	875
Tinf2	chr14:55679079-55681817	0	0.0	-0.02	16320
Vmn2r88	chr14:51411000-51418882	0	0.0	0.0	503
Vmn2r89	chr14:51451961-51461293	0	0.0	0.0	503
Egf	chr3:129677576-129725086	0	0.0	-0.001	5267
Slc4a11	chr2:130684107-130697519	0	0.0	-0.0	2228
Slc4a10	chr2:62046514-62326743	0	0.0	0.0	503
4930519G04Rik	chr5:114853713-114883879	0	0.0	-0.008	13133
Ptprz1	chr6:22875501-23004684	0	0.0	0.0	503
Pold1	chr7:44532743-44548815	0	0.0	-0.004	10182
Pold2	chr11:5872179-5878256	0	0.0	-0.018	16073
Pold3	chr7:100082112-100121500	0	0.0	-0.001	6405
Pold4	chr19:4231892-4233634	0	0.0	-0.012	14716
Hdac1	chr4:129516103-129542646	0	0.0	-0.008	12900
Hdac3	chr18:37936970-37954988	0	0.0	-0.017	15818
Hdac2	chr10:36974543-37001888	0	0.0	0.0	503
Hdac5	chr11:102195746-102230172	0	0.0	-0.028	17143
Hdac4	chr1:91928778-92180341	0	0.0	-0.0	3667
Hdac7	chr15:97792663-97814863	0	0.0	-0.029	17212
Hdac6	chrX:7930121-7947889	0	0.0	-0.0	2290
Hdac9	chr12:34371496-34528889	0	0.0	-0.0	4727
Hdac8	chrX:102407601-102505158	0	0.0	0.0	503
Gmpr	chr13:45507443-45546386	0	0.0	-0.008	13118
Gmps	chr3:63976142-64019078	0	0.0	-0.002	7777
1110032F04Rik	chr3:68869585-68872163	0	0.0	-0.0	1337
4930557J02Rik	chr5:34118739-34135339	0	0.0	-0.0	4733
Pvr	chr7:19903577-19921143	0	0.0	-0.026	17025
4732471J01Rik	chr7:25394712-25566417	0	0.0	-0.024	16823
Lix1l	chr3:96601132-96625352	0	0.0	-0.028	17142
Ikzf5	chr7:131388648-131410478	0	0.0	-0.001	5963
Ikzf4	chr10:128630842-128645993	0	0.0	-0.013	14870
Ikzf1	chr11:11685924-11772926	0	0.0	-0.0	2806
Ikzf3	chr11:98464692-98546031	0	0.0	-0.005	11552
Ikzf2	chr1:69531209-69685960	0	0.0	0.0	503
H2afv	chr11:6427225-6444443	0	0.0	-0.007	12589
Mbtd1	chr11:93886170-93946989	0	0.0	-0.001	6945
H2afx	chr9:44334714-44336073	0	0.0	-0.009	13761
H2afy	chr13:56073621-56135550	0	0.0	-0.005	11440
H2afz	chr3:137864486-137866922	0	0.0	-0.005	11181
Gm29679	chr2:166564521-166567140	0	0.0	-0.003	9199
Gm29678	chr1:190403647-190417145	0	0.0	0.0	503
H2afj	chr6:136808247-136810074	1	0.0	-0.006	12276
Theg	chr10:79576476-79587136	0	0.0	-0.001	5147
Gm21083	chr5:15576946-15582097	0	0.0	0.0	503
Fgf18	chr11:33116977-33147400	0	0.0	-0.0	611
Fgf13	chrX:59062145-59134436	0	0.0	0.0	503
Fgf12	chr16:28396944-28446075	0	0.0	0.0	503
Fgf11	chr11:69796067-69802280	0	0.0	-0.001	7296
Fgf10	chr13:118714698-118792573	0	0.0	0.0	503
Fgf17	chr14:70636202-70642268	0	0.0	-0.001	6775
Fgf16	chrX:105764476-105776532	0	0.0	0.0	503
Fgf15	chr7:144896531-144900951	0	0.0	-0.002	8905
Fgf14	chr14:123978290-124192546	0	0.0	0.0	503
Prss46	chr9:110844505-110856522	0	0.0	-0.006	12116
Prss44	chr9:110813993-110817999	0	0.0	-0.009	13465
Prss45	chr9:110834587-110841310	0	0.0	-0.009	13418
Prss42	chr9:110798184-110803744	0	0.0	-0.007	12699
Prss43	chr9:110826689-110831504	0	0.0	-0.011	14276
Prss40	chr1:34552330-34560943	0	0.0	-0.0	3744
Prss41	chr17:23836784-23844156	0	0.0	-0.001	5103
Prss48	chr3:85993809-86002491	12	0.054	0.006	338
Phc1	chr6:122317730-122339657	0	0.0	-0.004	10932
Phc3	chr3:30899294-30969415	0	0.0	-0.002	8220
Phc2	chr4:128654701-128752881	0	0.0	-0.099	18176
Golt1b	chr6:142387242-142403858	0	0.0	-0.0	2386
Golt1a	chr1:133309822-133323026	5	0.009	-0.005	11152
Med25	chr7:44879383-44892424	0	0.0	-0.001	7124
4930544M13Rik	chr13:114607227-114697822	0	0.0	0.0	503
Grin1os	chr2:25291219-25298928	0	0.0	-0.005	11041
F830208F22Rik	chr18:77793258-77796390	0	0.0	-0.005	11247
Chmp3	chr6:71543851-71582609	0	0.0	-0.0	3526
Chmp7	chr14:69716978-69732570	0	0.0	-0.0	2221
Chmp6	chr11:119913809-119919552	0	0.0	-0.024	16781
Chmp5	chr4:40948552-40965302	0	0.0	-0.005	11643
Recql5	chr11:115892594-115933492	0	0.0	-0.016	15648
Mir6941	chr12:112920482-112920541	0	0.0	-0.002	8311
Gcnt7	chr2:172450312-172458596	0	0.0	-0.011	14296
Mir6943	chr13:55453105-55453171	0	0.0	-0.017	15780
Gcnt1	chr19:17326140-17356667	0	0.0	-0.008	13177
Mir6945	chr13:55507624-55507692	0	0.0	-0.008	12895
Fam170a	chr18:50278368-50283020	0	0.0	0.0	503
Mir6947	chr14:29988887-29988952	0	0.0	-0.0	2671
Mir6948	chr14:54643048-54643110	0	0.0	-0.003	9353
Mir6949	chr14:56082400-56082468	0	0.0	0.0	503
Mark4	chr7:19426074-19458494	0	0.0	-0.002	7994
Mark1	chr1:184896423-184999549	0	0.0	-0.0	540
Mark2	chr19:7275395-7295447	0	0.0	-0.02	16386
Mark3	chr12:111574509-111656227	0	0.0	-0.005	11290
4930565D16Rik	chr3:84349375-84379921	0	0.0	-0.018	16037
Gm7607	chr9:14663021-14665100	0	0.0	-0.003	9606
Nmd3	chr3:69722054-69749046	0	0.0	-0.0	1297
Rps15a-ps6	chr11:6172507-6173331	0	0.0	-0.034	17450
Extl1	chr4:134356372-134372547	0	0.0	-0.036	17572
Extl2	chr3:116008296-116029016	1	0.068	0.007	330
Extl3	chr14:65052058-65098106	0	0.0	-0.025	16868
Gm7609	chr1:85199610-85213762	0	0.0	0.0	503
Tia1	chr6:86404218-86433405	0	0.0	-0.004	10322
Tmem160	chr7:16452778-16455490	0	0.0	-0.004	10374
Tmem163	chr1:127490341-127678021	0	0.0	-0.0	3312
Tmem165	chr5:76183879-76209244	0	0.0	-0.0	3783
Tmem164	chrX:142681399-142838371	0	0.0	0.0	503
Med26	chr8:72494558-72548310	0	0.0	-0.0	3652
Tmem169	chr1:72284372-72302995	0	0.0	-0.014	15282
Tmem168	chr6:13580688-13608098	0	0.0	0.0	503
Tbc1d8	chr1:39371495-39478755	0	0.0	-0.008	13029
Tbc1d9	chr8:83165351-83272940	0	0.0	-0.001	6610
Tbc1d1	chr5:64230356-64351486	0	0.0	-0.07	18096
Tbc1d2	chr4:46604389-46650199	0	0.0	-0.013	14820
Tbc1d4	chr14:101442359-101609191	0	0.0	-0.001	5360
Tbc1d5	chr17:50733126-51179352	0	0.0	0.0	503
Tbc1d7	chr13:43151741-43171501	0	0.0	-0.007	12745
D730003I15Rik	chr1:191224453-191225687	0	0.0	-0.02	16404
Spata48	chr11:11489265-11515190	0	0.0	0.0	503
Spata45	chr1:191036821-191042941	0	0.0	-0.011	14333
Spata46	chr1:170308818-170312125	0	0.0	-0.0	2054
Tex13a	chrX:138208158-138209580	0	0.0	0.0	503
Mir3070a	chr12:109587942-109588031	0	0.0	0.0	503
Mir3070b	chr12:109588591-109588680	0	0.0	0.0	503
4933405E24Rik	chr11:54177771-54213288	0	0.0	-0.009	13417
Mir293	chr7:3220342-3220422	0	0.0	-0.004	10793
Akirin2	chr4:34550614-34566908	0	0.0	0.0	503
Akirin1	chr4:123735194-123750299	0	0.0	-0.001	5989
Olfr247	chr10:129983479-129984424	0	0.0	0.0	503
Ap3m1	chr14:21033741-21052442	0	0.0	-0.008	13263
Crhbp	chr13:95431375-95444831	0	0.0	-0.004	10338
Limd2	chr11:106156253-106160176	0	0.0	-0.003	9623
Limd1	chr9:123478700-123521552	0	0.0	-0.104	18177
1700046C09Rik	chr11:14560335-14599225	0	0.0	0.0	503
Nop58	chr1:59685005-59711510	0	0.0	-0.003	9368
Acsf2	chr11:94557101-94601786	0	0.0	-0.029	17223
Acsf3	chr8:122775485-122817887	0	0.0	-0.001	6515
Nop53	chr7:15937835-15946108	0	0.0	-0.007	12751
Sarnp	chr10:128821763-128877638	0	0.0	-0.002	8568
Cdk13	chr13:17715961-17805097	0	0.0	-0.0	3139
Kcnip4	chr5:48389502-48889557	0	0.0	0.0	503
Kcnip3	chr2:127456497-127521392	0	0.0	-0.004	10200
Kcnip2	chr19:45792345-45812291	0	0.0	-0.002	8671
Kcnip1	chr11:33629340-33843686	0	0.0	-0.03	17266
4930553E22Rik	chr16:84371142-84375505	0	0.0	0.0	503
4930447A16Rik	chr15:37425553-37440644	0	0.0	-0.0	1845
Tpcn1	chr5:120534156-120588613	0	0.0	-0.007	12746
Tpcn2	chr7:145215208-145284011	0	0.0	-0.004	10727
Tcirg1	chr19:3896049-3907133	0	0.0	-0.008	13107
Ltbp4	chr7:27305140-27333648	0	0.0	-0.001	6671
Ltbp3	chr19:5740899-5758532	0	0.0	-0.011	14336
Ltbp2	chr12:84783211-84876495	0	0.0	-0.003	9798
Tcl1	chr12:105216754-105222737	0	0.0	0.0	503
Olfr911-ps1	chr9:38523729-38524669	0	0.0	0.0	503
Chadl	chr15:81686166-81697287	0	0.0	-0.001	5293
3300002P13Rik	chr7:3421664-3423445	0	0.0	-0.001	6743
Gm34240	chr3:63439250-63457897	0	0.0	0.0	503
9530082P21Rik	chr17:23749235-23754065	0	0.0	-0.017	15799
Gm1600	chr16:10324104-10331285	0	0.0	-0.002	7691
Secisbp2	chr13:51651707-51684044	0	0.0	-0.002	8921
Cacna1h	chr17:25374286-25433783	0	0.0	-0.0	1299
Calhm4	chr10:34038783-34044313	0	0.0	-0.002	7919
Calhm6	chr10:34126066-34127972	0	0.0	-0.001	6409
Calhm1	chr19:47141034-47144174	0	0.0	-0.002	7401
Calhm2	chr19:47132231-47138294	0	0.0	-0.001	7079
Cacna1a	chr8:84415363-84640249	0	0.0	-0.001	5450
Cacna1b	chr2:24603888-24763152	0	0.0	-0.0	686
Cacna1c	chr6:118587239-119196409	0	0.0	-0.024	16855
Cacna1d	chr14:30039940-30353486	0	0.0	-0.04	17685
Cacna1e	chr1:154392518-154725920	0	0.0	0.0	503
Cacna1f	chrX:7607102-7635196	0	0.0	0.0	503
Cacna1g	chr11:94408390-94474198	0	0.0	-0.001	6823
Impad1	chr4:4762483-4793306	0	0.0	0.0	503
Cacna1s	chr1:136052900-136119822	0	0.0	-0.001	5178
Olfr1414	chr1:92511047-92518515	0	0.0	-0.0	2304
Xrn1	chr9:95954759-96057806	0	0.0	-0.0	1358
Xrn2	chr2:147012998-147077997	0	0.0	0.0	503
Pde11a	chr2:75990721-76338793	0	0.0	-0.0	506
Gm17689	chr9:36581277-36582635	0	0.0	0.0	503
Olfr1417	chr19:11828076-11829024	0	0.0	-0.001	6374
Nubpl	chr12:52097745-52310959	0	0.0	-0.0	1175
Dynlrb2	chr8:116505014-116515915	0	0.0	-0.001	6266
Dynlrb1	chr2:155236607-155250277	0	0.0	-0.0	3355
Mir7228	chr5:134572075-134572114	0	0.0	-0.016	15638
Mir7229	chr5:113324492-113324545	0	0.0	-0.0	3018
Mir7222	chr2:92594601-92594676	0	0.0	-0.0	3492
Mir7223	chr11:107996847-107996916	0	0.0	-0.0	708
Mir7220	chr18:60953872-60953932	0	0.0	-0.002	8204
Mir7221	chr2:92592205-92592277	0	0.0	-0.0	3645
Mir7226	chr4:118210504-118210564	0	0.0	-0.003	9332
Mir7227	chr4:133717049-133717108	0	0.0	-0.01	14142
Mir7224	chr2:67675456-67675516	0	0.0	0.0	503
Mir7225	chr3:97690508-97690562	0	0.0	-0.001	6915
Gdpd5	chr7:99381517-99461874	0	0.0	-0.008	13109
Mir1298	chrX:147064904-147065002	0	0.0	0.0	503
1600015I10Rik	chr6:48929895-48933687	0	0.0	-0.0	4303
Cnot9	chr1:74506059-74530842	0	0.0	-0.0	3078
Cnot8	chr11:58093205-58118597	0	0.0	-0.002	8946
Gm10486	chrX:28584991-28607902	0	0.0	0.0	503
Gm10487	chrX:35404186-35427076	0	0.0	0.0	503
Cnot3	chr7:3645268-3661109	0	0.0	-0.007	12740
Cnot2	chr10:116485160-116581511	0	0.0	-0.0	1389
Cnot1	chr8:95719450-95807462	0	0.0	-0.012	14682
Cnot7	chr8:40492537-40511754	0	0.0	-0.0	4714
Cnot6	chr11:49671496-49712722	0	0.0	-0.005	11291
Cnot4	chr6:35022064-35133737	0	0.0	-0.0	2109
Mir3107	chr8:23142572-23142662	0	0.0	-0.009	13639
Mir3106	chr8:16168756-16168838	0	0.0	0.0	503
Mir3105	chr7:144009253-144009338	0	0.0	0.0	503
Mir3104	chr7:141992178-141992241	0	0.0	-0.0	3738
Mir3103	chr7:128288368-128288435	0	0.0	-0.007	12820
Mir3102	chr7:100882305-100882409	0	0.0	-0.011	14286
Mir3101	chr7:27176005-27176093	0	0.0	-0.007	12587
Mir3100	chr7:19086827-19086892	0	0.0	-0.004	10820
Oscar	chr7:3609814-3616157	0	0.0	-0.012	14783
Mir3109	chr9:69456943-69457031	0	0.0	-0.039	17657
Mir3108	chr8:108936859-108936938	0	0.0	-0.002	7926
Sirpb1a	chr3:15371826-15426427	0	0.0	0.0	503
Sirpb1b	chr3:15495753-15575065	0	0.0	0.0	503
Sirpb1c	chr3:15795146-15848487	0	0.0	0.0	503
B930018H19Rik	chr8:34589419-34640316	0	0.0	-0.002	7417
Nfic	chr10:81396190-81427173	0	0.0	-0.009	13647
Nfib	chr4:82290172-82505779	0	0.0	-0.001	6404
Nfia	chr4:97777625-98118876	0	0.0	-0.028	17148
Mir877	chr17:35960729-35960814	0	0.0	-0.014	15296
Mir876	chr4:36645372-36645453	0	0.0	0.0	503
Mir875	chr15:35660969-35661047	0	0.0	0.0	503
Mir874	chr13:58023124-58023200	0	0.0	-0.0	1486
Mir879	chr5:9375703-9375779	0	0.0	0.0	503
Mir878	chrX:66801507-66801585	0	0.0	0.0	503
Cxcr3	chrX:101731534-101734147	0	0.0	-0.0	4430
Cxcr2	chr1:74153993-74161246	0	0.0	-0.015	15452
Cxcr1	chr1:74191785-74194631	0	0.0	-0.015	15523
Ttyh1	chr7:4119529-4135407	0	0.0	-0.027	17078
Cxcr5	chr9:44511786-44526421	0	0.0	-0.007	12652
Ttyh3	chr5:140620576-140649031	0	0.0	-0.012	14772
Cyp2j11	chr4:96294508-96348680	0	0.0	0.0	503
Cyp2j12	chr4:96099315-96141152	0	0.0	0.0	503
Nfix	chr8:84704711-84774369	0	0.0	-0.017	15921
Fbxl20	chr11:98082553-98149616	0	0.0	-0.0	4696
Fbxl21	chr13:56522471-56537898	0	0.0	-0.004	10368
Fbxl22	chr9:66508458-66514593	0	0.0	-0.001	5532
5930412G12Rik	chr5:128579129-128600687	0	0.0	0.0	503
Dlc1	chr8:36567738-36613943	0	0.0	-0.002	8718
Pkig	chr2:163658457-163726158	0	0.0	-0.056	18009
U2surp	chr9:95456893-95511996	0	0.0	-0.002	8774
Pkib	chr10:57650980-57741112	0	0.0	-0.0	1185
Arhgef25	chr10:127182520-127189823	0	0.0	-0.015	15445
A930031H19Rik	chr4:131000831-131010474	0	0.0	-0.0	2359
Lnpep	chr17:17527722-17624489	0	0.0	-0.056	18007
Gss	chr2:155563180-155592810	0	0.0	-0.008	13137
Gsr	chr8:33653237-33698162	0	0.0	-0.01	14063
Izumo1	chr7:45621810-45627242	0	0.0	-0.021	16474
Izumo2	chr7:44708742-44719842	0	0.0	-0.003	9940
Izumo3	chr4:92144317-92147221	0	0.0	0.0	503
Izumo4	chr10:80702692-80705382	0	0.0	-0.014	15125
Gsn	chr2:35256358-35307902	0	0.0	-0.065	18076
Wnt3	chr11:103774174-103818021	0	0.0	-0.001	5869
Wnt2	chr6:17988939-18030445	3	0.456	0.051	201
Wnt1	chr15:98789856-98793830	0	0.0	-0.002	8084
Wnt6	chr1:74771891-74785319	0	0.0	-0.01	13856
Wnt4	chr4:137277634-137299501	0	0.0	-0.001	4859
Syngap1	chr17:26941451-26970645	0	0.0	-0.017	15858
Fam219aos	chr4:41517436-41518929	0	0.0	-0.002	8787
Trpd52l3	chr19:30003789-30006020	0	0.0	-0.002	8467
Grhl1	chr12:24580718-24617391	0	0.0	-0.001	6232
Grhl2	chr15:37233035-37363568	0	0.0	-0.0	3859
Grhl3	chr4:135541887-135573632	0	0.0	-0.001	7125
1190005I06Rik	chr8:120608601-120634382	0	0.0	-0.008	13149
Defa6	chr8:21734536-21735377	0	0.0	0.0	503
Defa5	chr8:21297393-21298375	0	0.0	0.0	503
Defa4	chr8:21065065-21065232	0	0.0	0.0	503
Defa3	chr8:21287408-21288377	0	0.0	0.0	503
